"Number","Entity","Transaction Date","Employee","Account Name","Is Deposited","Bank Account","Reconciliation Date","Amount","AR Amount (CAD)","Exported","Memo","Amount (CAD)","Tax Amount (CAD)","Tax Amount","Withholding Tax Amount (CAD)","Withholding Tax Amount","Division","Currency","Exchange Rate","Reverse Exchange Rate","Is Printed","Online Payment","Credit (CAD)","Template Name","Realized Amount (CAD)","Gain/Loss (CAD)","Attachments","Settled Date","Confirmation Number","Status"
"00019992832025","Costco Vaughan Wet","11/27/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,638.27","No",,"34,035.80","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"34,035.80","-397.53","No",,,
"00019992832025","Costco Varennes","11/27/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,638.27","No",,"34,035.80","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"34,035.80","-397.53","No",,,
"00019834382025","Costco Varennes","11/25/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 48,312.00","67,058.75","No",,"67,709.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"67,709.27","-650.52","No",,,
"00019834382025","Costco Vaughan Wet","11/25/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 96,624.00","134,045.23","No",,"135,418.54","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"135,418.54","-1,373.31","No",,,
"30246","Top Banana","11/25/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 22,788.00","31,789.26","No",,"31,937.38","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"31,937.38","-148.12","No",,,
"2000298925","Sobeys BCH","11/25/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 32,081.28","44,167.90","No",,"44,961.91","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"44,961.91","-794.01","No",,,
"2000298925","Sobeys Quebec City","11/25/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 13,749.12","18,929.10","No",,"19,269.39","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"19,269.39","-340.29","No",,,
"30230","Top Banana","11/22/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 22,788.00","31,812.05","No",,"31,948.78","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"31,948.78","-136.73","No",,,
"00019721722025","Costco Vaughan Wet","11/22/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,381.00","33,836.59","No",,"34,182.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"34,182.16","-345.57","No",,,
"00019721722025","Costco Varennes","11/22/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,246.00","33,651.67","No",,"33,992.89","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"33,992.89","-341.22","No",,,
"00019651032025","Costco Vaughan Wet","11/21/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,481.23","No",,"33,866.71","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"33,866.71","-385.48","No",,,
"21985","Chiovitti Banana Co., Ltd","11/20/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 46,238.40","64,444.11","No",,"65,357.98","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"65,357.98","-913.87","No",,,
"00019575442025","Costco Vaughan Wet","11/20/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 48,312.00","66,963.90","No",,"68,289.01","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"68,289.01","-1,325.11","No",,,
"00019575442025","Costco Varennes","11/20/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,481.95","No",,"34,144.51","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"34,144.51","-662.56","No",,,
"2000291535","Sobeys BCH","11/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 16,040.64","22,015.78","No",,"22,545.12","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"22,545.12","-529.34","No",,,
"2000291535","Sobeys Quebec City","11/19/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 6,874.56","9,435.33","No",,"9,662.19","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"9,662.19","-226.86","No",,,
"00019423522025","Costco Varennes","11/18/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 47,506.63","65,677.92","No",,"67,150.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"67,150.62","-1,472.70","No",,,
"00019423522025","Costco Vaughan Wet","11/18/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 96,624.00","133,570.60","No",,"136,578.02","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"136,578.02","-3,007.42","No",,,
"30112","Top Banana","11/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 22,788.00","31,698.11","No",,"32,085.50","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"32,085.50","-387.39","No",,,
"00019314862025","Costco Vaughan Wet","11/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,371.51","No",,"34,011.65","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"34,011.65","-640.14","No",,,
"00019314862025","Costco Varennes","11/15/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,371.51","No",,"34,011.65","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.41","No","No","0.00",,"34,011.65","-640.14","No",,,
"KPI01543","Krown Produce  Fresh At Its Best™","11/14/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 89,739.00","124,382.70","No",,"126,083.29","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"126,083.29","-1,700.59","No",,,
"00019233342025","Costco Vaughan Wet","11/14/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,456.06","No",,"33,939.18","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.71","1.40","No","No","0.00",,"33,939.18","-483.12","No",,,
"00567603","Courchesne Larose","11/13/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,700.80","34,148.86","No",,"34,531.72","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"34,531.72","-382.86","No",,,
"21927","Chiovitti Banana Co., Ltd","11/13/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 87,643.20","121,517.40","No",,"122,525.19","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"122,525.19","-1,007.79","No",,,
"2000280237","Sobeys BCH","11/13/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 32,081.28","43,614.50","No",,"44,849.63","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"44,849.63","-1,235.13","No",,,
"2000280237","Sobeys Quebec City","11/13/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 13,749.12","18,691.93","No",,"19,221.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"19,221.27","-529.34","No",,,
" 00019065862025","Costco Varennes","11/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,117.88","No",,"33,770.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"33,770.09","-652.21","No",,,
" 00019065862025","Costco Vaughan Wet","11/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 48,312.00","66,235.76","No",,"67,540.18","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"67,540.18","-1,304.42","No",,,
"30071","Top Banana","11/12/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 22,788.00","31,629.74","No",,"31,857.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"31,857.62","-227.88","Yes",,,
"00018904682025","Costco Varennes","11/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 48,312.00","66,271.99","No",,"67,395.24","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"67,395.24","-1,123.25","No",,,
"00018904682025","Costco Vaughan Wet","11/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 96,570.14","132,638.85","No",,"134,715.35","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"134,715.35","-2,076.50","No",,,
"2000276665","Sobeys Quebec City","11/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 34,372.80","46,502.96","No",,"47,950.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"47,950.06","-1,447.10","Yes",,,
"2000276665","Sobeys BCH","11/08/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 80,203.20","108,506.90","No",,"111,883.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"111,883.46","-3,376.56","Yes",,,
"00018827152025","Costco Vaughan Wet","11/07/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","33,021.25","No",,"33,697.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,697.62","-676.37","No",,,
"21874","Chiovitti Banana Co., Ltd","11/06/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 82,116.00","112,819.80","No",,"114,798.17","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"114,798.17","-1,978.37","Yes",,,
"00567532","Courchesne Larose","11/06/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,700.80","33,864.80","No",,"34,531.72","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"34,531.72","-666.92","No",,,
"00018741442025","Costco Varennes","11/06/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","32,900.47","No",,"33,770.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"33,770.09","-869.62","No",,,
"00018741442025","Costco Vaughan Wet","11/06/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","32,900.47","No",,"33,770.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"33,770.09","-869.62","No",,,
"29954","Top Banana","11/04/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 22,851.00","31,580.08","No",,"31,900.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"31,900.00","-319.92","Yes",,,
"00018582112025","Costco Vaughan Wet","11/04/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 96,624.00","131,517.34","No",,"134,887.10","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"134,887.10","-3,369.76","No",,,
"00018582112025","Costco Varennes","11/04/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","32,912.55","No",,"33,721.78","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"33,721.78","-809.23","No",,,
"00018469182025","Costco Vaughan Wet","11/01/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 48,312.00","65,366.14","No",,"67,491.86","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"67,491.86","-2,125.72","No",,,
"00018469182025","Costco Varennes","11/01/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 24,156.00","32,683.07","No",,"33,745.93","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"33,745.93","-1,062.86","No",,,
"29933","Top Banana","11/01/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 22,851.00","31,648.64","No",,"31,922.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"31,922.85","-274.21","Yes",,,
"KPI01521","Krown Produce  Fresh At Its Best™","11/01/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","11/30/2024","USD 67,626.00","92,875.31","No",,"94,473.52","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"94,473.52","-1,598.21","Yes",,,
"586929-587412-587882","Charlies Seattle","10/31/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 119,347.20","162,270.35","No",,"166,011.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"166,011.96","-3,741.61","No",,,
"00018393252025","Costco Vaughan Wet","10/31/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,156.00","32,779.69","No",,"33,721.78","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"33,721.78","-942.09","No",,,
"21796","Chiovitti Banana Co., Ltd","10/31/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 69,384.00","95,193.18","No",,"96,860.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.40","No","No","0.00",,"96,860.06","-1,666.88","No",,,
"00018305762025","Costco Vaughan Wet","10/30/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 23,887.60","32,260.20","No",,"33,323.20","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,323.20","-1,063.00","No",,,
"00018305762025","Costco Varennes","10/30/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,156.00","32,622.68","No",,"33,697.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,697.62","-1,074.94","No",,,
"00567454","Courchesne Larose","10/30/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,700.80","33,654.84","No",,"34,457.62","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"34,457.62","-802.78","No",,,
"00018151802025","Costco Vaughan Wet","10/28/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 92,935.34","125,358.78","No",,"129,412.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"129,412.46","-4,053.68","No",,,
"00018151802025","Costco Varennes","10/28/2024","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 48,312.00","65,245.36","No",,"67,274.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"67,274.46","-2,029.10","No",,,
"C1ATGNNGAMYY ","Michelle Gubbells","10/28/2024","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD RBC","10/31/2024","CAD 385.72","385.72","No",,"385.72","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","No",,,
"29868","Top Banana","10/28/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 22,851.00","31,363.00","No",,"31,820.02","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"31,820.02","-457.02","No",,,
" 00018032362025","Costco Varennes","10/25/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,156.00","32,526.05","No",,"33,528.53","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,528.53","-1,002.48","No",,,
" 00018032362025","Costco Vaughan Wet","10/25/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 48,312.00","65,052.10","No",,"67,057.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"67,057.06","-2,004.96","No",,,
"00017947712025","Costco Vaughan Wet","10/24/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,156.00","32,719.30","No",,"33,456.06","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,456.06","-736.76","No",,,
"00017872052025","Costco Varennes","10/23/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,156.00","32,803.85","No",,"33,528.53","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,528.53","-724.68","No",,,
"00017872052025","Costco Vaughan Wet","10/23/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 24,156.00","32,803.85","No",,"33,528.53","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"33,528.53","-724.68","No",,,
"21749","Chiovitti Banana Co., Ltd","10/23/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 115,032.00","156,108.46","No",,"159,664.42","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"159,664.42","-3,555.96","No",,,
"00567371","Courchesne Larose","10/23/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 22,822.51","30,821.80","No",,"31,677.64","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"31,677.64","-855.84","No",,,
"2000249638","Sobeys Quebec City","10/22/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 6,874.56","9,356.28","No",,"9,528.14","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"9,528.14","-171.86","No",,,
"2000249638","Sobeys BCH","10/22/2024","Vasty Santamaria","Comptes clients USD","Yes","Comptant USD RBC","10/31/2024","USD 16,040.64","21,831.31","No",,"22,232.33","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.39","No","No","0.00",,"22,232.33","-401.02","No",,,
