supplier,origin_port,destination_port,carrier,type,origin_country,destination_country
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Pharr,Toronto,NaN,Ground,United States,Canada
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,Pharr,Toronto,NaN,Ground,United States,Canada
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
Coliman Pacific Corporation,Pharr,Montreal,NaN,Ground,United States,Canada
C.I. AGRICOLAS LAS FLORES S.A.S.,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Pharr,Montreal,NaN,Ground,United States,Canada
Coliman Pacific Corporation,Pharr,Toronto,Loadex,Ground,United States,Canada
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Montreal,NaN,Ocean,Colombia,Canada
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ocean,NaN,NaN
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Agricola Fairtrasa S.R.L.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ocean,NaN,NaN
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ocean,NaN,NaN
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Toronto,NaN,Ocean,Ecuador,Canada
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
APPBOSA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
Coliman Pacific Corporation,Pharr,Toronto,Scotlynn,Ground,United States,Canada
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,loadex,Ground,NaN,NaN
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,Traffic tech,Ground,NaN,NaN
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,loadex,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
EL GUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
