Type,Number,Applied to,Date,Employee,Account Name,Debit (CAD),Credit (CAD),Balance (CAD),Memo,Reconciliation Date,Debit,Credit,Balance,Cleared,Clearing,Currency,Internal Type,Amount (CAD),Amount
Invoice,3648,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Opening Balance Income,,"17,995.44","17,995.44",,,CAD 0.00,"CAD 17,995.44","CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3647,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Comptes clients USD transit,"17,995.44",,"17,995.44",572-1014012,,"CAD 17,995.44",CAD 0.00,"CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3647,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Opening Balance Income,,"17,995.44","17,995.44",,,CAD 0.00,"CAD 17,995.44","CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3646,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Comptes clients USD transit,"17,995.44",,"17,995.44",572-1014011,,"CAD 17,995.44",CAD 0.00,"CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3646,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Opening Balance Income,,"17,995.44","17,995.44",,,CAD 0.00,"CAD 17,995.44","CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3645,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Comptes clients USD transit,"17,995.44",,"17,995.44",572-1014010,,"CAD 17,995.44",CAD 0.00,"CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3645,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Opening Balance Income,,"17,995.44","17,995.44",,,CAD 0.00,"CAD 17,995.44","CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3641,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Comptes clients USD transit,"18,005.63",,"18,005.63",572-1014009,,"CAD 18,005.63",CAD 0.00,"CAD 18,005.63",No,No,Canadian Dollar,Invoice,"18,005.63","CAD 18,005.63"
Invoice,3641,Costco Vaughan Wet,11/02/2021,Jennie Coleman,Opening Balance Income,,"18,005.63","18,005.63",,,CAD 0.00,"CAD 18,005.63","CAD 18,005.63",No,No,Canadian Dollar,Invoice,"18,005.63","CAD 18,005.63"
Bill,1810,AgroFair,11/02/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,1810,AgroFair,11/02/2021,Karyne Manseau,Frais qualité - origine,119.08,,-119.08,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,119.08,USD 96.00
Bill,1810,AgroFair,11/02/2021,Karyne Manseau,Frais courus qualité-origine,,119.08,119.08,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-119.08,USD -96.00
Journal Entry,11/2/2021,,11/02/2021,Karyne Manseau,Frais courus Prime Sociale,166.17,,-166.17,AJ. FRAIS COURU PRIME USD/CAD,,USD 0.00,USD 0.00,USD 0.00,No,No,United States Dollar,JournalEntryLine,-166.17,USD 0.00
Journal Entry,11/2/2021,,11/02/2021,Karyne Manseau,Prime sociale,,166.17,166.17,AJ. FRAIS COURU PRIME USD/CAD,,CAD 0.00,CAD 166.17,CAD 166.17,No,No,Canadian Dollar,JournalEntryLine,166.17,CAD 166.17
Invoice,3652,Sobeys,11/05/2021,Jennie Coleman,Comptes clients CAD,"31,680.00",,"31,680.00",4565431467,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3652,Sobeys BCH,11/05/2021,Jennie Coleman,Opening Balance Income,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Bill,001-001-000004985C,EL GUABO,11/07/2021,Amandine Hance,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,001-001-000004985C,EL GUABO,11/07/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,001-001-000004985A,EL GUABO,11/07/2021,Amandine Hance,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,001-001-000004985A,EL GUABO,11/07/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Journal Entry,,,11/07/2021,Karyne Manseau,Frais payés d'avance,,12.50,12.50,"FPA, CIBIM",,CAD 0.00,CAD 12.50,CAD 12.50,No,No,Canadian Dollar,JournalEntryLine,12.50,CAD 12.50
Journal Entry,,,11/07/2021,Karyne Manseau,Cotisations autres,12.50,,-12.50,"FPA, CIBIM",,CAD 12.50,CAD 0.00,CAD -12.50,No,No,Canadian Dollar,JournalEntryLine,-12.50,CAD -12.50
Invoice,3656,Costco Vaughan Wet,11/08/2021,Jennie Coleman,Comptes clients USD transit,"18,117.66",,"18,117.66",572-1014016,,"CAD 18,117.66",CAD 0.00,"CAD 18,117.66",No,No,Canadian Dollar,Invoice,"18,117.66","CAD 18,117.66"
Invoice,3656,Costco Vaughan Wet,11/08/2021,Jennie Coleman,Opening Balance Income,,"18,117.66","18,117.66",,,CAD 0.00,"CAD 18,117.66","CAD 18,117.66",No,No,Canadian Dollar,Invoice,"18,117.66","CAD 18,117.66"
Invoice,3655,Costco Vaughan Wet,11/08/2021,Jennie Coleman,Comptes clients USD transit,"18,117.66",,"18,117.66",572-1014015,,"CAD 18,117.66",CAD 0.00,"CAD 18,117.66",No,No,Canadian Dollar,Invoice,"18,117.66","CAD 18,117.66"
Invoice,3655,Costco Vaughan Wet,11/08/2021,Jennie Coleman,Opening Balance Income,,"18,117.66","18,117.66",,,CAD 0.00,"CAD 18,117.66","CAD 18,117.66",No,No,Canadian Dollar,Invoice,"18,117.66","CAD 18,117.66"
Invoice,3649,Costco Vaughan Wet,11/08/2021,Jennie Coleman,Comptes clients USD transit,"17,995.44",,"17,995.44",572-1014014,,"CAD 17,995.44",CAD 0.00,"CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3649,Costco Vaughan Wet,11/08/2021,Jennie Coleman,Opening Balance Income,,"17,995.44","17,995.44",,,CAD 0.00,"CAD 17,995.44","CAD 17,995.44",No,No,Canadian Dollar,Invoice,"17,995.44","CAD 17,995.44"
Invoice,3662,Sobeys,11/09/2021,Jennie Coleman,Comptes clients CAD,"31,680.00",,"31,680.00",4565443534,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3662,Sobeys BCH,11/09/2021,Jennie Coleman,Opening Balance Income,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Journal Entry,11/9/2021,,11/09/2021,Karyne Manseau,Frais courus qualité-origine,2.05,,-2.05,AJ. FRAIS COURU AGROFAIR USD/CAD,,USD 0.00,USD 0.00,USD 0.00,No,No,United States Dollar,JournalEntryLine,-2.05,USD 0.00
Journal Entry,11/9/2021,,11/09/2021,Karyne Manseau,Frais qualité - origine,,2.05,2.05,AJ. FRAIS COURU AGROFAIR USD/CAD,,CAD 0.00,CAD 2.05,CAD 2.05,No,No,Canadian Dollar,JournalEntryLine,2.05,CAD 2.05
Bill Payment,HFA202108,AgroFair,11/09/2021,Karyne Manseau,Comptant USD,,,,,12/31/2021,USD 0.00,USD 0.00,USD -0.00,Yes,No,United States Dollar,BillPaymentCheck,0.00,USD 0.00
Check,HFA202108,AgroFair,11/09/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,Yes,No,United States Dollar,CheckAdjustLine,0.00,USD 0.00
Bill Payment,4015,EL GUABO,11/09/2021,Karyne Manseau,Comptant USD,,,,,12/31/2021,USD 0.00,USD 0.00,USD -0.00,Yes,No,United States Dollar,BillPaymentCheck,0.00,USD 0.00
Check,4015,EL GUABO,11/09/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,Yes,No,United States Dollar,CheckAdjustLine,0.00,USD 0.00
Bill,F002-00003028,APPBOSA,11/10/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,F002-00003028,APPBOSA,11/10/2021,Karyne Manseau,Coût du fruit,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,F002-00003028,APPBOSA,11/10/2021,Karyne Manseau,Prime sociale,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,3268319,Smart & Biggar LLP,11/12/2021,Karyne Manseau,Comptes payables CAD,,"1,517.89","-1,517.89",,,CAD 0.00,"CAD 1,517.89","CAD -1,517.89",No,No,Canadian Dollar,Bill,"1,517.89","CAD 1,517.89"
Bill,3268319,Smart & Biggar LLP,11/12/2021,Karyne Manseau,Frais légaux et réglementaires,"1,390.60",,"-1,390.60",,,"CAD 1,390.60",CAD 0.00,"CAD -1,390.60",No,No,Canadian Dollar,Bill,"1,390.60","CAD 1,390.60"
Bill,3268319,Smart & Biggar LLP,11/12/2021,Karyne Manseau,TVQ payée sur les achats,84.79,,-84.79,,,CAD 84.79,CAD 0.00,CAD -84.79,No,No,Canadian Dollar,BillLine,84.79,CAD 84.79
Bill,3268319,Smart & Biggar LLP,11/12/2021,Karyne Manseau,TPS/TVH payées sur achat,42.50,,-42.50,,,CAD 42.50,CAD 0.00,CAD -42.50,No,No,Canadian Dollar,BillLine,42.50,CAD 42.50
Bill,3268309,Smart & Biggar LLP,11/12/2021,Karyne Manseau,Comptes payables CAD,515.00,,515.00,,,CAD 515.00,CAD 0.00,CAD 515.00,No,No,Canadian Dollar,Bill,-515.00,CAD -515.00
Bill,3268309,Smart & Biggar LLP,11/12/2021,Karyne Manseau,Frais légaux et réglementaires,,515.00,515.00,,,CAD 0.00,CAD 515.00,CAD 515.00,No,No,Canadian Dollar,Bill,-515.00,CAD -515.00
Bill,001-001-000005000D,EL GUABO,11/14/2021,Amandine Hance,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,001-001-000005000D,EL GUABO,11/14/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,001-001-000005000B,EL GUABO,11/14/2021,Amandine Hance,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,001-001-000005000B,EL GUABO,11/14/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,001-001-000005000C,EL GUABO,11/14/2021,Amandine Hance,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,001-001-000005000C,EL GUABO,11/14/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,F002-00003029,APPBOSA,11/14/2021,Amandine Hance,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,F002-00003029,APPBOSA,11/14/2021,Amandine Hance,Prime sociale,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,F002-00003029,APPBOSA,11/14/2021,Amandine Hance,Frais booking Perou,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,F002-00003029,APPBOSA,11/14/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Invoice,3668,Sobeys,11/15/2021,Jennie Coleman,Comptes clients CAD,"31,680.00",,"31,680.00",4565468978,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3668,Sobeys BCH,11/15/2021,Jennie Coleman,Opening Balance Income,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3666,GO FRESH,11/15/2021,Jennie Coleman,Comptes clients USD transit,"11,338.66",,"11,338.66",10571,,"CAD 11,338.66",CAD 0.00,"CAD 11,338.66",No,No,Canadian Dollar,Invoice,"11,338.66","CAD 11,338.66"
Invoice,3666,GO FRESH,11/15/2021,Jennie Coleman,Opening Balance Income,,"11,338.66","11,338.66",,,CAD 0.00,"CAD 11,338.66","CAD 11,338.66",No,No,Canadian Dollar,Invoice,"11,338.66","CAD 11,338.66"
Invoice,3664,Courchesne Larose,11/15/2021,Jennie Coleman,Comptes clients USD transit,"28,346.64",,"28,346.64",2179374,,"CAD 28,346.64",CAD 0.00,"CAD 28,346.64",No,No,Canadian Dollar,Invoice,"28,346.64","CAD 28,346.64"
Invoice,3664,Courchesne Larose,11/15/2021,Jennie Coleman,Opening Balance Income,,"28,346.64","28,346.64",,,CAD 0.00,"CAD 28,346.64","CAD 28,346.64",No,No,Canadian Dollar,Invoice,"28,346.64","CAD 28,346.64"
Invoice,3670,Courchesne Larose,11/16/2021,Jennie Coleman,Comptes clients USD transit,"28,238.35",,"28,238.35",2181134,,"CAD 28,238.35",CAD 0.00,"CAD 28,238.35",No,No,Canadian Dollar,Invoice,"28,238.35","CAD 28,238.35"
Invoice,3670,Courchesne Larose,11/16/2021,Jennie Coleman,Opening Balance Income,,"28,238.35","28,238.35",,,CAD 0.00,"CAD 28,238.35","CAD 28,238.35",No,No,Canadian Dollar,Invoice,"28,238.35","CAD 28,238.35"
Invoice,3672,Costco Vaughan Wet,11/16/2021,Jennie Coleman,Comptes clients USD transit,"18,212.24",,"18,212.24",572-1019309,,"CAD 18,212.24",CAD 0.00,"CAD 18,212.24",No,No,Canadian Dollar,Invoice,"18,212.24","CAD 18,212.24"
Invoice,3672,Costco Vaughan Wet,11/16/2021,Jennie Coleman,Opening Balance Income,,"18,212.24","18,212.24",,,CAD 0.00,"CAD 18,212.24","CAD 18,212.24",No,No,Canadian Dollar,Invoice,"18,212.24","CAD 18,212.24"
Invoice,3671,Costco Vaughan Wet,11/16/2021,Jennie Coleman,Comptes clients USD transit,"18,212.24",,"18,212.24",572-1019308,,"CAD 18,212.24",CAD 0.00,"CAD 18,212.24",No,No,Canadian Dollar,Invoice,"18,212.24","CAD 18,212.24"
Invoice,3671,Costco Vaughan Wet,11/16/2021,Jennie Coleman,Opening Balance Income,,"18,212.24","18,212.24",,,CAD 0.00,"CAD 18,212.24","CAD 18,212.24",No,No,Canadian Dollar,Invoice,"18,212.24","CAD 18,212.24"
Invoice,3657,Costco Vaughan Wet,11/16/2021,Jennie Coleman,Comptes clients USD transit,"18,117.66",,"18,117.66",572-1014017,,"CAD 18,117.66",CAD 0.00,"CAD 18,117.66",No,No,Canadian Dollar,Invoice,"18,117.66","CAD 18,117.66"
Invoice,3657,Costco Vaughan Wet,11/16/2021,Jennie Coleman,Opening Balance Income,,"18,117.66","18,117.66",,,CAD 0.00,"CAD 18,117.66","CAD 18,117.66",No,No,Canadian Dollar,Invoice,"18,117.66","CAD 18,117.66"
Bill Payment,4026,EL GUABO,11/16/2021,Karyne Manseau,Comptant USD,,,,,12/31/2021,USD 0.00,USD 0.00,USD -0.00,Yes,No,United States Dollar,BillPaymentCheck,0.00,USD 0.00
Check,4026,EL GUABO,11/16/2021,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,Yes,No,United States Dollar,CheckAdjustLine,0.00,USD 0.00
Journal Entry,11/16/2021,,11/16/2021,Karyne Manseau,Frais légaux et réglementaires,,"1,175.00","1,175.00",Correction Frais payés d'avance,,CAD 0.00,"CAD 1,175.00","CAD 1,175.00",No,No,Canadian Dollar,JournalEntryLine,"1,175.00","CAD 1,175.00"
Journal Entry,11/16/2021,,11/16/2021,Karyne Manseau,Frais payés d'avance,"1,175.00",,"-1,175.00",Correction Frais payés d'avance,,"CAD 1,175.00",CAD 0.00,"CAD -1,175.00",No,No,Canadian Dollar,JournalEntryLine,"-1,175.00","CAD -1,175.00"
Invoice,3677,Sobeys,11/18/2021,Jennie Coleman,Comptes clients CAD,"31,680.00",,"31,680.00",4565454674,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3677,Sobeys BCH,11/18/2021,Jennie Coleman,Opening Balance Income,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3676,Sobeys,11/18/2021,Jennie Coleman,Comptes clients CAD,"31,680.00",,"31,680.00",4565454675,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3676,Sobeys BCH,11/18/2021,Jennie Coleman,Opening Balance Income,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3675,GO FRESH,11/18/2021,Jennie Coleman,Comptes clients USD transit,"11,365.73",,"11,365.73",10572,,"CAD 11,365.73",CAD 0.00,"CAD 11,365.73",No,No,Canadian Dollar,Invoice,"11,365.73","CAD 11,365.73"
Invoice,3675,GO FRESH,11/18/2021,Jennie Coleman,Opening Balance Income,,"11,365.73","11,365.73",,,CAD 0.00,"CAD 11,365.73","CAD 11,365.73",No,No,Canadian Dollar,Invoice,"11,365.73","CAD 11,365.73"
Invoice,3674,"Chiovitti Banana Co., Ltd",11/18/2021,Jennie Coleman,Comptes clients USD transit,"14,630.35",,"14,630.35",215359,,"CAD 14,630.35",CAD 0.00,"CAD 14,630.35",No,No,Canadian Dollar,Invoice,"14,630.35","CAD 14,630.35"
Invoice,3674,"Chiovitti Banana Co., Ltd",11/18/2021,Jennie Coleman,Opening Balance Income,,"14,630.35","14,630.35",,,CAD 0.00,"CAD 14,630.35","CAD 14,630.35",No,No,Canadian Dollar,Invoice,"14,630.35","CAD 14,630.35"
Invoice,3681,Sobeys,11/19/2021,Jennie Coleman,Comptes clients CAD,"31,680.00",,"31,680.00",4565443535,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3681,Sobeys BCH,11/19/2021,Jennie Coleman,Opening Balance Income,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3678,GO FRESH,11/19/2021,Jennie Coleman,Comptes clients USD transit,"11,383.78",,"11,383.78",10573,,"CAD 11,383.78",CAD 0.00,"CAD 11,383.78",No,No,Canadian Dollar,Invoice,"11,383.78","CAD 11,383.78"
Invoice,3678,GO FRESH,11/19/2021,Jennie Coleman,Opening Balance Income,,"11,383.78","11,383.78",,,CAD 0.00,"CAD 11,383.78","CAD 11,383.78",No,No,Canadian Dollar,Invoice,"11,383.78","CAD 11,383.78"
Invoice,3680,Courchesne Larose,11/19/2021,Jennie Coleman,Comptes clients USD transit,"28,459.44",,"28,459.44",2181135,,"CAD 28,459.44",CAD 0.00,"CAD 28,459.44",No,No,Canadian Dollar,Invoice,"28,459.44","CAD 28,459.44"
Invoice,3680,Courchesne Larose,11/19/2021,Jennie Coleman,Opening Balance Income,,"28,459.44","28,459.44",,,CAD 0.00,"CAD 28,459.44","CAD 28,459.44",No,No,Canadian Dollar,Invoice,"28,459.44","CAD 28,459.44"
Invoice,3679,"Chiovitti Banana Co., Ltd",11/19/2021,Jennie Coleman,Comptes clients USD transit,"16,591.25",,"16,591.25",215361,,"CAD 16,591.25",CAD 0.00,"CAD 16,591.25",No,No,Canadian Dollar,Invoice,"16,591.25","CAD 16,591.25"
Invoice,3679,"Chiovitti Banana Co., Ltd",11/19/2021,Jennie Coleman,Opening Balance Income,,"16,591.25","16,591.25",,,CAD 0.00,"CAD 16,591.25","CAD 16,591.25",No,No,Canadian Dollar,Invoice,"16,591.25","CAD 16,591.25"
Bill,5013-1886,EL GUABO,11/21/2021,Amandine Hance,Comptes payables USD transit,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,5013-1886,EL GUABO,11/21/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,5013-1881,EL GUABO,11/21/2021,Amandine Hance,Comptes payables USD transit,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,5013-1881,EL GUABO,11/21/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,5014-1885,EL GUABO,11/21/2021,Amandine Hance,Comptes payables USD transit,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,5014-1885,EL GUABO,11/21/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,5013-1878,EL GUABO,11/21/2021,Amandine Hance,Comptes payables USD transit,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,5013-1878,EL GUABO,11/21/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,5013-1884,EL GUABO,11/21/2021,Amandine Hance,Comptes payables USD transit,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,5013-1884,EL GUABO,11/21/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Invoice,3685,Costco Vaughan Wet,11/22/2021,Jennie Coleman,Comptes clients USD transit,"18,354.83",,"18,354.83",572-1026178,,"CAD 18,354.83",CAD 0.00,"CAD 18,354.83",No,No,Canadian Dollar,Invoice,"18,354.83","CAD 18,354.83"
Invoice,3685,Costco Vaughan Wet,11/22/2021,Jennie Coleman,Opening Balance Income,,"18,354.83","18,354.83",,,CAD 0.00,"CAD 18,354.83","CAD 18,354.83",No,No,Canadian Dollar,Invoice,"18,354.83","CAD 18,354.83"
Invoice,3684,Costco Vaughan Wet,11/22/2021,Jennie Coleman,Comptes clients USD transit,"18,354.83",,"18,354.83",572-1026177,,"CAD 18,354.83",CAD 0.00,"CAD 18,354.83",No,No,Canadian Dollar,Invoice,"18,354.83","CAD 18,354.83"
Invoice,3684,Costco Vaughan Wet,11/22/2021,Jennie Coleman,Opening Balance Income,,"18,354.83","18,354.83",,,CAD 0.00,"CAD 18,354.83","CAD 18,354.83",No,No,Canadian Dollar,Invoice,"18,354.83","CAD 18,354.83"
Invoice,3673,Costco Vaughan Wet,11/22/2021,Jennie Coleman,Comptes clients USD transit,"18,212.24",,"18,212.24",572-1019310,,"CAD 18,212.24",CAD 0.00,"CAD 18,212.24",No,No,Canadian Dollar,Invoice,"18,212.24","CAD 18,212.24"
Invoice,3673,Costco Vaughan Wet,11/22/2021,Jennie Coleman,Opening Balance Income,,"18,212.24","18,212.24",,,CAD 0.00,"CAD 18,212.24","CAD 18,212.24",No,No,Canadian Dollar,Invoice,"18,212.24","CAD 18,212.24"
Invoice,3683,"Chiovitti Banana Co., Ltd",11/22/2021,Jennie Coleman,Comptes clients USD transit,"23,615.28",,"23,615.28",215364,,"CAD 23,615.28",CAD 0.00,"CAD 23,615.28",No,No,Canadian Dollar,Invoice,"23,615.28","CAD 23,615.28"
Invoice,3683,"Chiovitti Banana Co., Ltd",11/22/2021,Jennie Coleman,Opening Balance Income,,"23,615.28","23,615.28",,,CAD 0.00,"CAD 23,615.28","CAD 23,615.28",No,No,Canadian Dollar,Invoice,"23,615.28","CAD 23,615.28"
Invoice,3682,"Chiovitti Banana Co., Ltd",11/22/2021,Jennie Coleman,Comptes clients USD transit,"23,615.28",,"23,615.28",215362,,"CAD 23,615.28",CAD 0.00,"CAD 23,615.28",No,No,Canadian Dollar,Invoice,"23,615.28","CAD 23,615.28"
Invoice,3682,"Chiovitti Banana Co., Ltd",11/22/2021,Jennie Coleman,Opening Balance Income,,"23,615.28","23,615.28",,,CAD 0.00,"CAD 23,615.28","CAD 23,615.28",No,No,Canadian Dollar,Invoice,"23,615.28","CAD 23,615.28"
Bill,5013-1879,EL GUABO,11/22/2021,Amandine Hance,Comptes payables USD transit,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,5013-1879,EL GUABO,11/22/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,5013-1879,EL GUABO,11/22/2021,Amandine Hance,Inventaire des fruits,,,,,,CAD 0.00,CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,0.00,CAD 0.00
Bill,F002-00003062,APPBOSA,11/23/2021,Amandine Hance,Comptes payables USD,,"17,768.00","-17,768.00",,,USD 0.00,"USD 13,900.80","USD -13,900.80",No,No,United States Dollar,Bill,"17,768.00","USD 13,900.80"
Bill,F002-00003062,APPBOSA,11/23/2021,Amandine Hance,Prime sociale,"1,227.07",,"-1,227.07",,,USD 960.00,USD 0.00,USD -960.00,No,No,United States Dollar,Bill,"1,227.07",USD 960.00
Bill,F002-00003062,APPBOSA,11/23/2021,Amandine Hance,Frais booking Perou,98.17,,-98.17,,,USD 76.80,USD 0.00,USD -76.80,No,No,United States Dollar,Bill,98.17,USD 76.80
Bill,F002-00003062,APPBOSA,11/23/2021,Amandine Hance,Inventaire des fruits,"16,442.76",,,,,"CAD 16,442.76",CAD 0.00,CAD 0.00,No,No,Canadian Dollar,InventoryAssetAdjustmentBill,"16,442.76","CAD 16,442.76"
