Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Expense,Job:Income,Received Quantity,Date,Employee,Job,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Incoterms,Seller Address,Exchange Rate,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Items Amount (CAD),Pallets,Ventilation,Container#,Bill of Lading,Canadian Customs,Job:Due Date,Cornerboards Packaging,Port of Loading,Customs Clearance
Open,4579,Coliman Pacific Corporation,,USD 12600.00,720,No,1/21/25,1/24/25,,1/24/25,<none>,"18,175.50","18,175.50",0,13.9,"18,175.50",0,0.0,12/22/24,David Melo,4579.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.69,1.44,No,"18,175.50","18,175.50",Chep,25.0,,,<none>,12/22/24,Plastico,"Nogales, Arizona",
Open,4580,Coliman Pacific Corporation,,USD 16800.00,960,No,1/17/25,1/22/25,,1/22/25,<none>,"24,234.00","24,234.00",0,13.9,"24,234.00",0,0.0,12/22/24,David Melo,4580.0,"38,392.18","2,034.12",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.69,1.44,No,"24,234.00","24,234.00",Chep,25.0,,,<none>,12/22/24,Plastico,"Pharr, Texas",
Open,4577,Coliman Pacific Corporation,,USD 12600.00,798,No,1/14/25,1/17/25,,1/17/25,<none>,"18,175.50","18,175.50",0,13.9,"18,175.50",0,0.0,12/22/24,David Melo,4577.0,"28,794.14","1,690.87",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.69,1.44,No,"18,175.50","18,175.50",Chep,25.0,,,<none>,12/22/24,Plastico,"Nogales, Arizona",
On Hand,4574,Latbio S.A.,Maersk,USD 12690.00,900,Yes,12/28/24,1/13/25,Hueneme,,Yes,"18,286.29",0,0,13.9,"19,802.59",0,900.0,12/19/24,David Melo,4574.0,"35,992.67","1,906.99",1/24/25,Net 10,,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.69,1.44,Yes,"18,286.29","18,286.29",Walk Global/Escobar,25.0,MNBU0537591,MAEU247964349,<none>,12/19/24,Plastico,Puerto Bolivar,
On Hand,4573,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,12/28/24,1/13/25,Hueneme,1/24/25,Yes,"18,454.89",0,0,13.9,"26,214.24",0,900.0,12/19/24,David Melo,4573.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.69,1.44,Yes,"18,454.89","18,454.89",Walk Global/Escobar,25.0,MNBU3982076,MAEU247964310,<none>,12/19/24,Plastico,Puerto Bolivar,
Loading,4575,ASOGUABO,Seaboard,USD 13824.00,960,Yes,12/27/24,1/6/25,Philadelphia,1/20/25,Yes,"19,920.38",0,0,13.9,"26,845.60","33,006.37",960.0,12/19/24,David Melo,4575.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.69,1.44,Yes,"19,920.38","19,920.39",Tipo CHEP,25.0,BEAU9710377,SMLU8386879A,<none>,12/19/24,Plastico reciclado,Guayaquil,
Loading,4572,ASOGUABO,Dole Shipping,USD 13023.00,900,Yes,12/27/24,1/5/25,San Diego,1/25/25,Yes,"18,766.14",0,0,13.9,"29,056.59","32,632.96",900.0,12/19/24,David Melo,4572.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.69,1.44,Yes,"18,766.14","18,766.14",Walk Global/Escobar,25.0,CAAU4105992,DOLQGYQF8998SD,<none>,12/19/24,Plastico reciclado,Guayaquil,
On Hand,4571,ASOGUABO,Maersk,USD 12792.00,900,Yes,12/28/24,1/13/25,Hueneme,1/22/25,Yes,"18,433.27",0,0,13.9,"32,434.95",0,900.0,12/19/24,David Melo,4571.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.69,1.44,Yes,"18,433.27","18,433.27",Walk Global/Escobar,25.0,MNBU3774690,MAEU247963340,<none>,12/19/24,Plastico reciclado,Puerto Bolivar,
On Hand,4570,ASOGUABO,Maersk,USD 12792.00,900,Yes,12/28/24,1/13/25,Hueneme,1/24/25,Yes,"18,433.27",0,0,13.9,"26,192.54",0,900.0,12/19/24,David Melo,4570.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.69,1.44,Yes,"18,433.27","18,433.27",Walk Global/Escobar,25.0,MNBU3512093,MAEU247963283,<none>,12/19/24,Plastico,Puerto Bolivar,
On Hand,4569,ASOGUABO,Maersk,USD 12792.00,900,Yes,12/28/24,1/13/25,Hueneme,1/23/25,Yes,"18,433.27",0,0,13.9,"26,192.54",0,900.0,12/19/24,David Melo,4569.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.69,1.44,Yes,"18,433.27","18,433.27",Walk Global/Escobar,25.0,MNBU3721318,MAEU247963276,<none>,12/19/24,Plastico,Puerto Bolivar,
On Hand,4568,PRIECOR S.A.,Maersk,USD 12690.00,900,No,12/28/24,1/13/25,Hueneme,1/23/25,Yes,"18,286.29","18,286.29",0,13.9,"24,673.35",0,900.0,12/19/24,David Melo,4568.0,"35,991.00","1,908.00",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.69,1.44,No,"18,286.29","18,286.29",Walk Global/Escobar,25.0,MNBU0059276,MAEU247963254,<none>,12/19/24,Plastico,Puerto Bolivar,
Delivered,4588,Coliman Pacific Corporation,,USD 16533.00,900,Yes,12/26/24,12/30/24,,12/30/24,No,"23,824.05",0,0,13.9,"25,243.83","34,850.52",900.0,12/19/24,David Melo,4588.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.69,1.44,Yes,"23,824.05","23,824.05",Chep,25.0,,,<none>,12/19/24,Plastico,"Pharr, Texas",
On Hand,4558,Surgesa S.A.,ZIM,USD 13095.00,900,Yes,12/29/24,1/10/25,Philadelphia,1/14/25,Yes,"18,699.66",0,"9,470.96",13.9,"27,407.30",0,900.0,12/16/24,David Melo,4558.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.7,1.43,No,"18,699.66","18,699.66",Walk Global/Escobar,25.0,ZMOU8833713,ZIMUGYL00013835,<none>,12/16/24,Plastico,Guayaquil,
On Hand,4557,Surgesa S.A.,Maersk,USD 12807.00,900,Yes,12/28/24,1/13/25,Hueneme,1/14/25,Yes,"18,288.40",0,"9,262.67",13.9,"26,214.24",0,900.0,12/16/24,David Melo,4557.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.7,1.43,No,"18,288.40","18,288.40",Walk Global/Escobar,25.0,MNBU4180033,MAEU248159720,<none>,12/16/24,Plastico,Puerto Bolivar,
On Hand,4559,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,12/22/24,1/10/25,Philadelphia,1/16/25,Yes,"18,121.32",0,"9,178.05",13.9,"26,821.87",0,900.0,12/16/24,David Melo,4559.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.7,1.43,No,"18,121.32","18,121.32",Walk Global/Escobar,25.0,TRIU8197959,ZIMUGYL00013886,<none>,12/16/24,Plastico,Guayaquil,
On Hand,4554,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,12/28/24,1/13/25,Hueneme,1/13/25,Yes,"18,121.32",0,"9,178.05",13.9,"26,045.00",0,900.0,12/16/24,David Melo,4554.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.7,1.43,No,"18,121.32","18,121.32",Walk Global/Escobar,25.0,SUDU9010673,MAEU248159705,<none>,12/16/24,Plastico,Puerto Bolivar,
On Hand,4553,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,12/28/24,1/13/25,Hueneme,1/13/25,Yes,"18,121.32",0,"9,178.05",13.9,"26,044.60",0,900.0,12/16/24,David Melo,4553.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.7,1.43,No,"18,121.32","18,121.32",Walk Global/Escobar,25.0,MNBU0528753,MAEU247964291,<none>,12/16/24,Plastico,Puerto Bolivar,
On Hand,4552,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,12/28/24,1/13/25,Hueneme,1/13/25,Yes,"18,121.32",0,"9,178.05",13.9,"26,044.60",0,900.0,12/16/24,David Melo,4552.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.7,1.43,No,"18,121.32","18,121.32",Walk Global/Escobar,25.0,MNBU4006248,MAEU247964278,<none>,12/16/24,Plastico,Puerto Bolivar,
Loading,4560,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13536.00,960,Yes,12/28/24,1/4/25,Wilmington,1/15/25,Yes,"19,329.41",0,0,13.9,"27,499.41","33,768.81",960.0,12/16/24,David Melo,4560.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.7,1.43,Yes,"19,329.41","19,329.41",Chep,25.0,BMOU9887238,DOLQSMRD4734WL,<none>,12/16/24,Carton,Santa Marta,
Loading,4550,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13536.00,960,Yes,12/28/24,1/4/25,Wilmington,1/14/25,Yes,"19,329.41",0,0,13.9,"27,499.41","35,584.78",960.0,12/16/24,David Melo,4550.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.7,1.43,Yes,"19,329.41","19,329.41",Chep,25.0,SEGU9465097,DOLQSMRD4733WL,<none>,12/16/24,Carton,Santa Marta,
Open,4567,Coliman Pacific Corporation,,USD 15975.00,900,No,1/17/25,1/21/25,,1/21/25,<none>,"22,780.35","22,780.35",0,13.9,"22,780.35",0,0.0,12/13/24,David Melo,4567.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.7,1.43,No,"22,780.35","22,780.35",Chep,25.0,,,<none>,12/13/24,Plastico,"Pharr, Texas",
Open,4566,Coliman Pacific Corporation,,USD 15975.00,900,No,1/16/25,1/20/25,,1/17/25,<none>,"22,780.35","22,780.35",0,13.9,"22,780.35",0,0.0,12/13/24,David Melo,4566.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.7,1.43,No,"22,780.35","22,780.35",Chep,25.0,,,<none>,12/13/24,Plastico,"Pharr, Texas",
Loading,4565,Coliman Pacific Corporation,,USD 17334.00,900,Yes,1/9/25,1/13/25,,1/13/25,No,"24,718.28",0,"26,329.90",13.9,"26,329.90","33,073.67",900.0,12/13/24,David Melo,4565.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.7,1.43,No,"24,718.28","24,718.28",Chep,25.0,,,<none>,12/13/24,Plastico,"Pharr, Texas",
Loading,4564,Coliman Pacific Corporation,,USD 17334.00,900,Yes,1/4/25,2/9/25,,1/9/25,No,"24,718.28",0,0,13.9,"26,165.79","34,790.29",900.0,12/13/24,David Melo,4564.0,"35,992.67","1,906.99",,Due on receipt,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.7,1.43,Yes,"24,718.28","24,718.28",Chep,25.0,,,<none>,12/13/24,Plastico,"Pharr, Texas",
Delivered,4563,Coliman Pacific Corporation,,USD 16533.00,900,No,12/30/24,1/3/25,,1/3/25,No,"23,576.06","23,576.06",0,13.9,"23,603.06","34,790.29",900.0,12/13/24,David Melo,4563.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.7,1.43,No,"23,576.06","23,576.06",Chep,25.0,,,<none>,12/13/24,Plastico,"Pharr, Texas",
Loading,4562,ASOGUABO,Dole Shipping,USD 12960.00,900,Yes,12/20/24,12/29/24,San Diego,1/14/25,Yes,"18,480.96",0,0,13.9,"28,560.62","34,573.45",900.0,12/13/24,David Melo,4562.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.43,Yes,"18,480.96","18,480.96",Walk Global/Escobar,25.0,DFIU7101568,DOLQGYQF8969SD,<none>,12/13/24,Plastico reciclado,Guayaquil,
On Hand,4544,APPBOSA,Maersk,USD 13584.00,960,Yes,12/21/24,1/6/25,Philadelphia,1/10/25,Yes,"19,316.45",0,"9,797.46",13.9,"26,943.24",0,960.0,12/11/24,David Melo,4544.0,"38,392.18","2,034.12",,,FOB,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",0.7,1.42,No,"19,316.45","19,316.45",Chep,25.0,MNBU0250940,MAEU248005148,<none>,12/11/24,Plastico reciclado,Paita,
On Hand,4551,Latbio S.A.,Maersk,USD 12690.00,900,Yes,12/21/24,1/6/25,Philadelphia,1/13/25,Yes,"18,045.18",0,0,13.9,"25,175.12",0,900.0,12/11/24,David Melo,4551.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.7,1.42,Yes,"18,045.18","18,045.18",Walk Global/Escobar,25.0,MMAU1093213,MAEU247916729,<none>,12/11/24,Plastico,Puerto Bolivar,
On Hand,4549,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,12/21/24,1/6/25,Philadelphia,1/12/25,Yes,"18,211.55",0,0,13.9,"25,446.57",0,900.0,12/11/24,David Melo,4549.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.7,1.42,Yes,"18,211.55","18,211.55",Walk Global/Escobar,25.0,MNBU0224920,MAEU247916713,<none>,12/11/24,Plastico,Puerto Bolivar,
On Hand,4556,ASOGUABO,Maersk,USD 13536.00,960,Yes,12/21/24,1/6/25,Philadelphia,1/14/25,Yes,"19,248.19",0,0,13.9,"26,584.70",0,960.0,12/11/24,David Melo,4556.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.42,Yes,"19,248.19","19,248.19",Tipo CHEP,25.0,MNBU4284151,MAEU247912414,<none>,12/11/24,Plastico reciclado,Puerto Bolivar,
On Hand,4555,ASOGUABO,Maersk,USD 13536.00,960,Yes,12/21/24,1/6/25,Philadelphia,1/13/25,Yes,"19,248.19",0,0,13.9,"26,584.70",0,960.0,12/11/24,David Melo,4555.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.42,Yes,"19,248.19","19,248.19",Tipo CHEP,25.0,MNBU3701477,MAEU247912398,<none>,12/11/24,Plastico reciclado,Puerto Bolivar,
On Hand,4548,ASOGUABO,Maersk,USD 12744.00,900,Yes,12/21/24,1/10/25,Hueneme,1/13/25,Yes,"18,121.97",0,0,13.9,"26,078.94",0,900.0,12/11/24,David Melo,4548.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.42,Yes,"18,121.97","18,121.97",Walk Global/Escobar,25.0,MMAU1075056,MAEU247912437,<none>,12/11/24,Plastico reciclado,Puerto Bolivar,
On Hand,4547,ASOGUABO,Maersk,USD 12757.50,900,Yes,12/21/24,1/6/25,Philadelphia,1/11/25,Yes,"18,141.16",0,0,13.9,"25,375.16",0,900.0,12/11/24,David Melo,4547.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.42,Yes,"18,141.16","18,141.16",Walk Global/Escobar,25.0,MNBU3477325,MAEU247912353,<none>,12/11/24,Plastico reciclado,Puerto Bolivar,
On Hand,4546,ASOGUABO,Maersk,USD 12757.50,900,Yes,12/21/24,1/6/25,Philadelphia,1/10/25,Yes,"18,141.16",0,0,13.9,"25,375.16",0,900.0,12/11/24,David Melo,4546.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.42,Yes,"18,141.16","18,141.16",Walk Global/Escobar,25.0,MNBU0601134,MAEU247912336,<none>,12/11/24,Plastico reciclado,Puerto Bolivar,
Loading,4545,ASOGUABO,Seaboard,USD 13041.00,900,Yes,12/20/24,12/29/24,Philadelphia,1/10/25,Yes,"18,544.30",0,0,13.9,"25,582.33","34,573.45",900.0,12/11/24,David Melo,4545.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.7,1.42,Yes,"18,544.30","18,544.30",Walk Global/Escobar,25.0,SMLU5453898,SMLU8374050A,<none>,12/11/24,Plastico reciclado,Guayaquil,
On Hand,4535,PRIECOR S.A.,Maersk,USD 12690.00,900,No,12/21/24,1/6/25,Philadelphia,1/9/25,Yes,"18,045.18","18,045.18",0,13.9,"23,719.25",0,900.0,12/11/24,David Melo,4535.0,"35,991.00","1,908.00",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.7,1.42,No,"18,045.18","18,045.18",Walk Global/Escobar,25.0,MNBU3180189,MAEU247912261,<none>,12/11/24,Plastico,Puerto Bolivar,
Loading,4543,Coliman Pacific Corporation,,USD 17730.00,900,Yes,,,,1/9/25,No,"25,123.41",0,"26,901.72",13.9,"26,901.72","34,814.39",900.0,12/9/24,David Melo,4543.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,No,"25,123.41","25,123.41",Chep,25.0,,,<none>,12/9/24,Plastico,"Nogales, Arizona",
Loading,4542,Coliman Pacific Corporation,,USD 17730.00,900,Yes,1/6/25,1/6/25,,1/6/25,Yes,"25,123.41",0,0,13.9,"26,734.05","32,689.45",900.0,12/9/24,David Melo,4542.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,Yes,"25,123.41","25,123.41",Chep,25.0,,,<none>,12/9/24,Plastico,"Nogales, Arizona",
Delivered,4541,Coliman Pacific Corporation,,USD 17730.00,900,Yes,1/2/25,1/2/25,,1/2/25,No,"25,123.41",0,0,13.9,"27,469.04","32,689.45",900.0,12/9/24,David Melo,4541.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,Yes,"25,123.41","25,123.41",Chep,25.0,,,<none>,12/9/24,Plastico,"Nogales, Arizona",
Delivered,4540,Coliman Pacific Corporation,,USD 16533.00,900,Yes,12/24/24,12/29/24,,12/29/24,No,"23,427.26",0,0,13.9,"25,120.95","34,850.52",900.0,12/9/24,David Melo,4540.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,Yes,"23,427.26","23,427.26",Chep,25.0,,,<none>,12/9/24,Plastico,"Pharr, Texas",
Delivered,4539,Coliman Pacific Corporation,,USD 17155.20,960,Yes,12/21/24,12/26/24,,12/26/24,No,"24,308.92",0,0,13.9,"26,219.60","33,827.27",960.0,12/9/24,David Melo,4539.0,"38,392.18","2,034.12",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,Yes,"24,308.92","24,308.92",Chep,25.0,,,<none>,12/9/24,Plastico,"Pharr, Texas",
Delivered,4538,Coliman Pacific Corporation,,USD 17155.20,960,Yes,12/19/24,12/23/24,,12/23/24,No,"24,308.92",0,0,13.9,"30,870.60","33,733.73",960.0,12/9/24,David Melo,4538.0,"38,392.18","2,034.12",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,Yes,"24,308.92","24,308.92",Chep,25.0,,,<none>,12/9/24,Plastico,"Pharr, Texas",
Loading,4527,Coliman Pacific Corporation,,USD 14328.00,768,No,1/7/25,1/10/25,,1/7/25,No,"20,302.78","20,302.78",0,13.9,"17,854.20","28,950.26",768.0,12/9/24,David Melo,4527.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.71,1.42,No,"20,302.78","20,302.78",Chep,25.0,,,<none>,12/9/24,Plastico,"Nogales, Arizona",
Loading,4537,Surgesa S.A.,COSCO Shipping,USD 13095.00,900,Yes,12/21/24,1/1/25,Philadelphia,1/9/25,Yes,"18,555.61",0,"9,444.77",13.9,"25,867.45","34,814.39",900.0,12/9/24,David Melo,4537.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.71,1.42,No,"18,555.61","18,555.61",Walk Global/Escobar,25.0,OERU4193925,COSU6404925460,<none>,12/9/24,Plastico,Guayaquil,
Loading,4533,Surgesa S.A.,COSCO Shipping,USD 13095.00,900,Yes,12/21/24,1/1/25,Philadelphia,1/8/25,Yes,"18,555.61",0,"9,444.77",13.9,"25,867.45","34,814.39",900.0,12/9/24,David Melo,4533.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.71,1.42,No,"18,555.61","18,555.61",Walk Global/Escobar,25.0,SZLU9383069,COSU6404925390,<none>,12/9/24,Plastico,Guayaquil,
On Hand,4523,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,12/21/24,1/1/25,Philadelphia,1/6/25,Yes,"18,976.46",0,"9,685.77",13.9,"27,775.70",0,960.0,12/9/24,David Melo,4523.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.71,1.42,No,"18,976.46","18,976.46",Walk Global/Escobar,25.0,IKSU5200800,ONEYGYEE23192900,<none>,12/9/24,Plastico,Guayaquil,
Loading,4536,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,12/21/24,1/1/25,Philadelphia,1/9/25,Yes,"17,981.73",0,"9,178.05",13.9,"26,673.47",0,900.0,12/9/24,David Melo,4536.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.71,1.42,No,"17,981.73","17,981.73",Walk Global/Escobar,25.0,TTNU8292503,ONEYGYEE23197700,<none>,12/9/24,Plastico,Guayaquil,
On Hand,4534,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,12/21/24,1/1/25,Philadelphia,,Yes,"17,981.73",0,"9,178.05",13.9,"26,673.47",0,900.0,12/9/24,David Melo,4534.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.71,1.42,No,"17,981.73","17,981.73",Walk Global/Escobar,25.0,OTPU6050205,ONEYGYEE23198800,<none>,12/9/24,Plastico,Guayaquil,
Loading,4532,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,12/21/24,1/1/25,Philadelphia,1/8/25,Yes,"17,981.73",0,"9,178.05",13.9,"26,673.47","34,814.39",900.0,12/9/24,David Melo,4532.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.71,1.42,No,"17,981.73","17,981.73",Walk Global/Escobar,25.0,ONEU9140355,ONEYGYEE23200600,<none>,12/9/24,Plastico,Guayaquil,
Loading,4528,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,12/22/24,1/3/25,Philadelphia,1/9/25,Yes,"17,981.73",0,"9,178.05",13.9,"28,811.78","34,573.45",900.0,12/9/24,David Melo,4528.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.71,1.42,No,"17,981.73","17,981.73",Walk Global/Escobar,25.0,ZCLU9910541,ZIMUGYL00013584,<none>,12/9/24,Plastico,Guayaquil,
Loading,4531,C.I. AGRICOLAS LAS FLORES S.A.S.,Dole Shipping,USD 13536.00,960,Yes,12/21/24,12/30/24,Gulf Port,1/8/25,Yes,"19,180.51",0,0,13.9,"29,475.36","33,827.27",960.0,12/9/24,David Melo,4531.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.71,1.42,Yes,"19,180.51","19,180.51",Chep,25.0,TEMU9696277,DOLQSMRD4723GPB,<none>,12/9/24,Carton,Santa Marta,
Loading,4530,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,12/19/24,12/30/24,Philadelphia,1/8/25,Yes,"19,180.51",0,0,13.9,"25,639.81","32,800.65",960.0,12/9/24,David Melo,4530.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.71,1.42,Yes,"19,180.51","19,180.51",Chep,25.0,SEGU9819945,SMLU8375875A,<none>,12/9/24,Carton,Santa Marta,
On Hand,4515,APPBOSA,Maersk,USD 13584.00,960,Yes,12/14/24,1/6/25,Philadelphia,1/3/25,Yes,"19,153.44",0,"9,685.39",13.9,"26,701.61",0,960.0,12/5/24,David Melo,4515.0,"38,392.18","2,034.12",,,FOB,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",0.71,1.41,No,"19,153.44","19,153.44",Chep,25.0,MWCU6836708,MAEU247699539,<none>,12/16/24,Plastico reciclado,Paita,
Loading,4526,Latbio S.A.,ZIM,USD 12960.00,900,Yes,12/15/24,12/27/24,Philadelphia,1/6/25,Yes,"18,273.60",0,0,13.9,"27,526.26","34,573.45",900.0,12/5/24,David Melo,4526.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.71,1.41,Yes,"18,273.60","18,273.60",Walk Global/Escobar,25.0,GMOU8874610,ZIMUGYL00013417,<none>,12/5/24,Plastico reciclado,Guayaquil,
On Hand,4525,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,12/14/24,1/6/25,Philadelphia,1/6/25,Yes,"18,057.87",0,0,13.9,"25,220.55",0,900.0,12/5/24,David Melo,4525.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.71,1.41,Yes,"18,057.87","18,057.87",Walk Global/Escobar,25.0,MNBU3352117,MAEU247643275,<none>,12/5/24,Plastico,Puerto Bolivar,
